# Time (s), Energy (keV), RA (deg), Dec (deg)
3.376040952533052564e+08,1.822009004508764685e+00,1.708568856340416460e+02,3.933243048510024931e+00
3.376040953460391164e+08,1.861744612679995470e+00,1.709704054757660572e+02,3.972988310137869572e+00
3.376040954251204133e+08,1.747325644099216646e+00,1.710087332678820644e+02,3.827095918048753820e+00
3.376040955076339841e+08,2.315077337413281811e+00,1.709369143773883479e+02,3.847347222187458726e+00
3.376040958753260970e+08,1.641445025287548987e+00,1.709521498303029716e+02,3.793753418220976226e+00
3.376040959729107618e+08,3.596910405360751906e+00,1.710431257725026910e+02,3.899880076782467508e+00
3.376040963393583298e+08,1.815989340861783097e+00,1.708560657938882912e+02,3.913186456543928937e+00
3.376040965684822202e+08,2.380034157282925555e+00,1.709384162754350029e+02,3.991306055965732291e+00
3.376040965818465948e+08,1.818889130027237178e+00,1.710639021045632830e+02,3.884307726477135070e+00
3.376040968639229536e+08,1.607406288311465481e+00,1.708558193405587531e+02,3.863394004282030725e+00
3.376040969103457928e+08,1.789647590613374417e+00,1.709405033139039176e+02,3.875220502132217693e+00
3.376040969166464806e+08,3.280171045982428257e+00,1.710027775389781937e+02,3.918216621930928678e+00
3.376040969923740029e+08,1.661836650950442751e+00,1.709250022873877413e+02,3.941933490701435172e+00
3.376040971128233671e+08,1.998533705654066184e+00,1.709803165892313928e+02,3.899339961249052244e+00
3.376040971496181488e+08,2.322228158267431120e+00,1.709763932623751543e+02,3.924344908587884095e+00
3.376040972273253202e+08,2.398415339563240600e+00,1.709880806080939806e+02,3.801723749714903899e+00
3.376040972948462367e+08,2.300058011928930224e+00,1.710099949364092993e+02,3.887758089472761025e+00
3.376040973137512803e+08,1.682111078956123329e+00,1.708821521647222994e+02,3.881614694241477537e+00
3.376040973341399431e+08,2.184615484719450329e+00,1.708619210948311320e+02,3.852024673129198717e+00
3.376040973398115635e+08,1.881310462306160725e+00,1.709020858245310706e+02,3.902386116095872826e+00
3.376040974964021444e+08,1.826021858638129158e+00,1.709493452533360482e+02,3.849318348095694287e+00
3.376040975658235550e+08,3.220333326285277131e+00,1.710251866130892324e+02,3.835389320949131875e+00
3.376040975864494443e+08,1.615395947004326427e+00,1.709272187875928637e+02,3.938565742966872563e+00
3.376040980468321443e+08,2.041591382898577667e+00,1.709017156070595433e+02,3.844161620416233660e+00
3.376040981521293521e+08,1.902216545050121166e+00,1.709530816524463148e+02,3.876995794085542624e+00
3.376040981591554284e+08,1.705926528602727421e+00,1.709467447123227828e+02,3.788671664963743524e+00
3.376040981850798130e+08,1.987773018710681683e+00,1.708988848393396722e+02,3.988574600119920266e+00
3.376040981872038245e+08,2.039436520339851455e+00,1.709892661909372862e+02,3.955173019901369713e+00
3.376040982363163829e+08,2.409065084358059661e+00,1.709064671948874263e+02,3.957661706199291807e+00
3.376040983158165216e+08,2.095866895430869903e+00,1.709020994722164630e+02,3.861970163576208037e+00
3.376040983655436635e+08,1.829075511531326859e+00,1.709000971892676262e+02,3.826895498617242097e+00
3.376040984270333648e+08,1.633101357876269866e+00,1.709346914662513655e+02,3.922387670708775254e+00
3.376040987727226019e+08,1.928364610046554128e+00,1.709399712836878678e+02,3.940325179733038308e+00
3.376040987822127938e+08,1.801078850063071002e+00,1.709238396135237394e+02,3.826493587805277041e+00
3.376040987936514616e+08,1.819721958222860536e+00,1.709901410933204602e+02,3.872789224377570783e+00
3.376040989599791765e+08,2.718786009720562280e+00,1.708925581602793784e+02,3.985785316216598151e+00
3.376040989722651243e+08,1.765543151605183159e+00,1.709362262457764245e+02,3.909750679248564786e+00
3.376040989859135747e+08,2.200356102498076005e+00,1.709751797091999777e+02,4.015756464479369292e+00
3.376040990264536738e+08,2.266725631856612022e+00,1.708770709007228561e+02,3.831326172089755566e+00
3.376040993428216577e+08,2.327312188323378717e+00,1.708006422762407794e+02,3.918326675807322079e+00
3.376040994801118374e+08,2.674814331469339113e+00,1.709932368451604816e+02,3.980267395249067697e+00
3.376040996185529232e+08,1.886062591180586390e+00,1.709777516842292755e+02,3.905651177980974609e+00
3.376040996273422837e+08,2.407207123623476441e+00,1.708873103826946362e+02,3.838541257351719249e+00
3.376040996475493312e+08,1.798883492606914380e+00,1.709348997803694488e+02,3.919234796218695305e+00
3.376040996737829447e+08,2.366980113497974436e+00,1.709423109051769529e+02,3.911647534441319518e+00
3.376041000609874129e+08,1.873634069485685227e+00,1.708153092187793334e+02,3.916219535868113777e+00
3.376041000669034719e+08,2.157959139417882533e+00,1.709703102523979226e+02,3.851953580057935866e+00
3.376041003076870441e+08,1.977830636022090083e+00,1.708889192282346414e+02,3.766318183412453724e+00
3.376041005448843837e+08,1.983154341343770888e+00,1.709479375348975339e+02,3.810865174125991572e+00
3.376041007583150268e+08,1.743819318523907036e+00,1.710034961353701704e+02,3.920181770112395547e+00
3.376041009957168698e+08,1.727298928195013739e+00,1.708696656613905418e+02,3.880931566372257446e+00
3.376041009987657070e+08,1.712550213125857645e+00,1.708582513415726396e+02,3.865820303519445833e+00
3.376041010625622272e+08,1.975085415642648501e+00,1.709389428298206894e+02,3.779804791946726805e+00
3.376041011714102626e+08,8.572656191677958759e+01,1.708991168141894832e+02,3.844346059135881344e+00
3.376041013065218925e+08,2.154202741595804937e+00,1.708427909773826912e+02,3.956251690859967418e+00
3.376041014078273773e+08,1.744520538377151819e+00,1.709640554042223357e+02,3.940034936900270512e+00
3.376041014323241711e+08,2.092613678946789513e+00,1.708461994662431778e+02,3.916746815064744869e+00
3.376041015674456358e+08,1.658106734168386609e+00,1.708901154271688654e+02,3.811751391533372058e+00
3.376041016037337780e+08,1.821485645880319737e+01,1.709910982045580568e+02,3.970558445934657676e+00
3.376041017266191840e+08,2.083650580878400937e+00,1.709805512057225485e+02,3.928841576011875336e+00
3.376041018279611468e+08,2.040435476773577950e+00,1.709826912065742306e+02,4.012392947067793258e+00
3.376041019929854274e+08,1.926906765735256544e+00,1.709643345292751633e+02,4.023608292326137814e+00
3.376041022374937534e+08,2.234691464061379307e+00,1.709134125964461930e+02,3.755402290895216488e+00
3.376041022673355341e+08,1.764351026133642586e+00,1.709094019621869904e+02,3.920482689375200280e+00
3.376041024955554605e+08,1.821428897335135577e+00,1.710628934723786188e+02,3.842613071960621962e+00
3.376041028528784513e+08,2.328764735647969708e+00,1.708924406283555015e+02,3.930937409561576779e+00
3.376041030993904471e+08,2.092884712556627225e+00,1.709075759712945342e+02,3.803617030262393950e+00
3.376041031379516125e+08,2.481429139472349377e+01,1.709615848391656812e+02,3.907131596591927991e+00
3.376041031704306006e+08,1.810680253174511645e+00,1.709437532056927580e+02,3.990203750927688642e+00
3.376041032917923331e+08,1.700209331618468545e+00,1.710231928745791379e+02,3.922688481097941882e+00
3.376041034502559304e+08,1.842473395478785969e+00,1.708133023649849065e+02,3.894884473207777198e+00
3.376041034751762152e+08,2.025365439860429717e+00,1.708784139015039614e+02,3.812936985206437424e+00
3.376041039251797795e+08,1.867629167469067930e+00,1.709827350534903303e+02,3.887503905271709304e+00
3.376041039482425451e+08,3.439750667124379646e+01,1.710425803246113503e+02,3.904896854746282564e+00
3.376041040742201805e+08,3.099400492791908945e+01,1.708923962807074020e+02,3.814782270984696133e+00
3.376041041459159255e+08,2.028703420030987470e+00,1.708844478019555879e+02,3.822986770762449638e+00
3.376041041993917227e+08,2.097695424925259289e+00,1.710325232374252096e+02,3.868538398321312410e+00
3.376041043979415298e+08,1.754106195017286263e+00,1.709851644748299861e+02,3.809650595794143335e+00
3.376041047814553976e+08,9.475747237018954650e+01,1.708478865233895192e+02,3.916479800788542853e+00
3.376041048289219737e+08,2.083649985574624441e+00,1.709394551823107520e+02,3.813840494236834466e+00
3.376041048348287344e+08,1.726720983633182938e+00,1.708226701371227136e+02,3.928066061260237607e+00
3.376041051764003634e+08,3.078974430832292164e+00,1.709932236019034235e+02,3.837345307526580651e+00
3.376041054667374492e+08,2.069701662254038954e+00,1.709790608001998748e+02,3.930830012291797182e+00
3.376041059463520050e+08,2.386809595093256409e+00,1.709960723161914302e+02,3.893128014609456677e+00
3.376041061501199603e+08,2.305641312379751895e+00,1.708659575649576254e+02,3.836248922036380460e+00
3.376041063660655618e+08,1.997844004715738420e+00,1.708571902477103208e+02,3.836010104459989467e+00
3.376041064590637684e+08,1.092279979509183079e+02,1.710078802978243573e+02,3.974269974177982778e+00
3.376041065093135238e+08,2.132267205338762572e+00,1.708813064064377727e+02,3.879279941039190494e+00
3.376041067391313314e+08,1.866778648972006849e+00,1.708544571509343655e+02,3.875916749047883858e+00
3.376041067785995603e+08,1.841106107951433257e+00,1.710203168286271307e+02,3.881854773259814984e+00
3.376041069198831320e+08,1.069408128614956013e+02,1.708455856028322444e+02,3.937145728325697203e+00
3.376041069429956675e+08,2.057751943672152972e+00,1.708764059607561308e+02,3.906536087233515975e+00
3.376041071831566095e+08,1.980316305504100427e+00,1.709507021517129033e+02,3.951851627112129339e+00
3.376041072340471745e+08,2.306911415486336381e+00,1.709311787935288010e+02,3.956928192513941234e+00
3.376041072513008714e+08,8.586499812336781190e+01,1.710079869974551343e+02,3.860507001876896993e+00
3.376041074106428027e+08,1.843254183573169946e+00,1.709050701259543814e+02,3.836214218395749054e+00
3.376041076386500597e+08,1.939872437875256761e+00,1.708576535314985847e+02,3.820625202790793651e+00
3.376041080346167088e+08,1.710289906124140780e+00,1.710501294759812936e+02,3.895784373428310410e+00
3.376041080408733487e+08,1.999706071134076391e+00,1.709338246718529604e+02,3.823580669998284609e+00
3.376041080700659752e+08,1.786278636448035861e+00,1.708389356571559006e+02,3.885340265542936766e+00
3.376041081561068296e+08,2.080424425928101062e+00,1.709695582625766690e+02,3.944301623332887363e+00
3.376041082541048527e+08,2.350101364816994476e+01,1.709718951598855483e+02,3.914546991908043783e+00
3.376041083279594183e+08,1.780624233982269544e+00,1.709056766883129228e+02,3.751418956234532587e+00
3.376041084292252660e+08,2.157458271612347378e+00,1.710353284113764403e+02,3.884255150222974962e+00
3.376041084913828969e+08,2.163261500140281512e+00,1.710113150804826319e+02,3.957821071155170234e+00
3.376041085073398948e+08,1.636153728496010151e+00,1.708591016814761758e+02,3.816632595839803965e+00
3.376041085738637447e+08,1.718181348344367088e+00,1.708921738061165740e+02,3.990120707012328793e+00
3.376041086855780482e+08,2.416964904010439952e+00,1.709255876712408337e+02,3.938285598609591709e+00
3.376041087047330141e+08,1.817833779830297924e+00,1.709465675282672237e+02,3.907116414378681846e+00
3.376041087372621894e+08,2.385568633651404369e+00,1.709547741151492062e+02,4.001894790861502571e+00
3.376041087987745404e+08,2.949638127712890245e+00,1.709112293644710689e+02,3.798477441730390147e+00
3.376041088615977168e+08,2.190741549581042946e+00,1.709733990296255968e+02,3.829999727594228798e+00
3.376041089200101495e+08,2.236833677428438527e+00,1.708748609422282811e+02,3.798063353942000120e+00
3.376041089888933301e+08,2.541923929460312870e+00,1.708764852823559579e+02,3.954837937195819997e+00
3.376041090279760361e+08,1.669714616826595499e+00,1.708731526387653901e+02,3.941092745167670053e+00
3.376041091316154599e+08,2.255006124922831034e+00,1.710312296055753336e+02,3.891992100942970545e+00
3.376041092760571241e+08,1.616154388360134364e+00,1.709844009253920945e+02,3.844645749026264436e+00
3.376041093594869971e+08,2.149592037363539099e+00,1.708626845505447989e+02,3.810702736507666000e+00
3.376041093616092205e+08,2.130768433926242267e+00,1.709924056877577812e+02,4.015024855204926801e+00
3.376041095047580004e+08,1.670115709402999027e+00,1.709786297892693767e+02,3.942917152546182358e+00
3.376041095671684146e+08,1.904806182122031455e+00,1.709785697287324240e+02,3.890012779079462746e+00
3.376041095781105161e+08,3.098473801462117372e+00,1.709980094097097094e+02,3.924117380696665602e+00
3.376041096048436165e+08,1.960585658319212499e+00,1.708663386512454565e+02,3.885108656491870871e+00
3.376041098869313002e+08,2.216665562126444833e+00,1.708391494625344365e+02,3.905845162328510423e+00
3.376041100006225705e+08,2.299314285747992237e+00,1.709953443487958964e+02,3.892284384694836064e+00
3.376041100796475410e+08,1.655067607958176978e+00,1.708424496232782701e+02,3.957105612694475028e+00
3.376041101301052570e+08,1.937834092145504172e+00,1.708398361137603274e+02,3.857670191043586883e+00
3.376041103364250064e+08,1.898129501817428233e+00,1.708330351655936283e+02,3.919596682279697042e+00
3.376041104112317562e+08,2.268272438781197664e+00,1.708821172424499366e+02,3.796157822504400592e+00
3.376041106514891982e+08,1.732266318097834601e+00,1.709227574993892347e+02,3.880723716793021083e+00
3.376041107540383339e+08,2.035326347380548739e+00,1.709531999789777785e+02,3.862172577396413065e+00
3.376041109641329646e+08,2.070503609045229343e+00,1.708832344423443601e+02,3.818379719012484852e+00
3.376041111034030914e+08,2.382034839967166473e+00,1.708422348975263105e+02,3.949831093356550138e+00
3.376041112677356005e+08,2.160295049432704673e+00,1.709783367488118984e+02,4.013477766133219049e+00
3.376041113747602105e+08,3.744229949843878469e+00,1.708652674872305965e+02,3.941102243298399532e+00
3.376041114064198732e+08,1.913944740027778701e+00,1.708148474330507725e+02,3.904926973022067482e+00
3.376041115259996057e+08,2.394807732671298872e+00,1.709403707994724755e+02,3.865334300647383703e+00
3.376041115783243775e+08,2.119855050445266897e+00,1.709556765409063530e+02,3.835163970467181827e+00
3.376041119348128438e+08,1.910713810603184681e+00,1.709141897603347502e+02,3.943034138565912006e+00
3.376041120150263906e+08,2.118259801419692501e+00,1.710388709077525959e+02,3.861665757425318368e+00
3.376041121087613702e+08,1.848172378656712134e+00,1.710057009793664804e+02,3.993768465473090057e+00
3.376041126900885701e+08,1.722816360783266054e+00,1.709222619499263089e+02,3.917302848878008614e+00
3.376041129750990868e+08,2.994008746514777108e+00,1.709553626626141352e+02,3.812166143625819625e+00
3.376041129786268473e+08,1.668388178941960120e+00,1.708998217969181894e+02,3.755634547786827593e+00
3.376041130277601480e+08,1.990436755253328638e+00,1.708670034694279991e+02,3.912569583654222694e+00
3.376041133381448388e+08,1.825472991283044299e+00,1.709010535893065992e+02,3.968907971247842337e+00
3.376041133719381690e+08,1.798469213185301285e+00,1.709150690293000991e+02,3.909104409941580371e+00
3.376041135196276307e+08,2.009237121303889761e+00,1.709098697500724882e+02,3.751713561911200756e+00
3.376041142958678603e+08,1.894695746826656091e+00,1.708647679524334819e+02,3.856895630402449093e+00
3.376041142961163521e+08,1.759336882778241629e+00,1.710001102304989047e+02,3.849148367357501765e+00
3.376041145146465302e+08,1.120022540359414904e+02,1.709394420549581355e+02,3.833834217414344714e+00
3.376041145357832909e+08,2.879366003094987470e+00,1.708595225551905799e+02,3.963877024774008717e+00
3.376041145877628922e+08,2.109448053371361542e+00,1.709125897270369023e+02,3.758901108448759576e+00
3.376041145921620131e+08,8.681694924018982817e+01,1.709627145945646021e+02,3.811341704744277692e+00
3.376041148470941186e+08,1.789104593921355901e+00,1.710486460559729380e+02,3.880803969897757444e+00
3.376041149330915809e+08,2.071657692501363446e+00,1.709375144939863844e+02,3.880162280227540617e+00
3.376041149428611398e+08,2.045184917542199443e+00,1.710275941020119035e+02,3.823030639583842039e+00
3.376041150540769100e+08,2.231899636375962004e+00,1.709658785081452379e+02,3.796835053764388679e+00
3.376041151654277444e+08,5.481087046841909682e+01,1.709929187135942925e+02,3.971927038334003512e+00
3.376041152570574284e+08,2.027377941838424569e+00,1.709103899647050469e+02,3.906251813025349851e+00
3.376041152606959939e+08,2.028278702490270202e+00,1.709529924808538226e+02,3.785281511553436395e+00
3.376041154590599537e+08,2.390516857860376376e+00,1.709587765455379724e+02,3.854118886748092443e+00
3.376041158265477419e+08,4.929826733530227756e+01,1.709386749097061511e+02,3.927172703207716165e+00
3.376041158840574622e+08,1.857994269508886909e+00,1.710565098027172155e+02,3.885613041585577410e+00
3.376041162947689891e+08,1.848147034024415269e+00,1.708400828573280705e+02,3.932070384700121490e+00
3.376041163460689783e+08,2.937319770697240706e+00,1.709668898675345758e+02,3.887190971199190326e+00
3.376041164644151330e+08,3.936913924594870551e+00,1.709206054355928472e+02,3.757459352828880661e+00
3.376041165361859202e+08,1.701790331886173568e+00,1.709046067515120342e+02,3.769806411408104019e+00
3.376041168894649744e+08,2.214213385254190314e+00,1.710438306303269655e+02,3.890797359655736365e+00
3.376041169982272983e+08,7.263386638029014186e+00,1.708556897246300252e+02,3.958552846765043043e+00
3.376041170083248615e+08,1.765857428352239911e+00,1.708146399287273027e+02,3.893810330319980473e+00
3.376041170543382168e+08,1.999469192985111610e+00,1.708906337233407555e+02,3.834665649762195372e+00
3.376041170645973682e+08,3.149226490056846739e+00,1.709479396899231745e+02,3.905436290988320458e+00
3.376041171783463955e+08,2.149128556987657035e+00,1.709474131856740655e+02,3.958940109386809514e+00
3.376041172855131030e+08,2.480627333153371694e+00,1.708487016705523729e+02,3.928608815539441856e+00
3.376041173970943093e+08,1.927117927133973119e+00,1.710099827935460723e+02,3.885856456872101905e+00
3.376041174499489665e+08,2.987415966672509526e+00,1.709757256483577237e+02,3.877567467268509205e+00
3.376041175745559335e+08,2.161570088794237066e+00,1.708810548661160169e+02,3.796662337869923132e+00
3.376041175943638086e+08,2.120466383665805310e+00,1.709620372896462470e+02,3.817567554914998773e+00
3.376041177725479007e+08,2.111701516440028570e+00,1.709478697889512944e+02,3.834647433501229941e+00
3.376041178173400164e+08,1.686121887739669090e+00,1.709849970035373019e+02,3.837339503287257259e+00
3.376041180024458766e+08,2.079197699699266266e+00,1.708156659219788480e+02,3.910798534250297553e+00
3.376041180202733278e+08,1.480266668337191618e+02,1.709649111041485696e+02,3.792182095006524367e+00
3.376041180515730381e+08,2.123020258482344325e+00,1.710070160557515635e+02,3.946074542017692810e+00
3.376041181689043045e+08,1.473760722826763185e+02,1.710474207469833345e+02,3.872297323150371451e+00
3.376041182058417201e+08,2.162325811335228831e+00,1.709474967960505296e+02,3.775873384418762413e+00
3.376041182919896841e+08,1.765683600943334541e+00,1.708911060880027435e+02,3.892872663671577360e+00
3.376041186028694510e+08,1.169917280444085179e+02,1.709347737401973859e+02,3.788751423105211735e+00
3.376041186370664239e+08,1.617730627622005590e+00,1.709790536799445420e+02,3.986482300441218651e+00
3.376041187562946081e+08,2.728360443277396019e+00,1.710199106717430482e+02,3.911901687035782338e+00
3.376041188004252911e+08,2.275140396188731096e+00,1.708910786094534160e+02,3.804947382422328328e+00
3.376041188016729355e+08,2.416363683667073659e+00,1.709846957581213758e+02,4.027740773852891643e+00
3.376041191264828444e+08,1.714503821578016618e+00,1.709273925126725260e+02,3.924599449663805029e+00
3.376041191859831214e+08,1.996529904912291764e+00,1.709604008184137172e+02,3.931637938736145976e+00
3.376041193237122297e+08,2.799619664850977685e+00,1.709688917847827838e+02,3.920671686629726427e+00
3.376041193765282631e+08,3.071224674785521636e+00,1.709345544278067734e+02,3.879377121477893375e+00
3.376041194395524859e+08,1.781411163482354398e+00,1.710354760949193462e+02,3.848686304167374672e+00
3.376041195508784652e+08,1.603335302095135528e+00,1.709280008053453344e+02,3.841133713833026153e+00
3.376041195540626049e+08,1.704707289905374124e+00,1.709244807625692033e+02,3.789433395743113220e+00
3.376041196654514670e+08,2.415229678052268181e+00,1.709511618543259317e+02,3.905532600571576030e+00
3.376041197401274443e+08,1.811497689148188206e+00,1.710304834405784788e+02,3.926114542271383456e+00
3.376041198778182864e+08,1.947724559967602076e+00,1.709447798644736167e+02,3.997961598945275696e+00
3.376041199145342112e+08,8.412678002621886719e+01,1.709506445681880962e+02,4.020259626559237631e+00
3.376041200525041819e+08,1.974297477886942431e+00,1.708339484287457992e+02,3.906839222554525648e+00
3.376041201038859487e+08,1.685924694025779269e+00,1.709833694434676090e+02,3.883852612328615894e+00
3.376041201291627884e+08,2.316183297154609910e+00,1.710152498794502947e+02,3.852056840631117307e+00
3.376041205558753014e+08,1.432361963993784286e+02,1.710257386794413321e+02,3.848320684395746039e+00
3.376041206678544879e+08,1.620201025522086447e+00,1.709594034977389185e+02,3.808245935149965344e+00
3.376041207982125282e+08,1.839196737372130741e+00,1.708941808638954285e+02,3.843395369288308494e+00
3.376041208771020770e+08,2.114767038126062815e+00,1.710018151549321601e+02,3.828596387933290046e+00
3.376041209938844442e+08,1.717947052882404568e+00,1.708944781461975140e+02,3.975513731887150293e+00
3.376041210148230791e+08,1.614582919889847146e+00,1.708751190891597957e+02,3.871816335846135271e+00
3.376041210832750797e+08,2.091196991666940175e+00,1.709112853374085716e+02,3.831925375742678774e+00
3.376041211811723113e+08,1.632644422520460825e+00,1.708887711043146282e+02,3.822520947297145977e+00
3.376041213556676507e+08,1.738272013743459743e+00,1.708151092129238862e+02,3.926556990383236911e+00
3.376041213859969378e+08,2.095499803664116367e+00,1.708699785716611359e+02,3.803491960242280978e+00
3.376041215955364108e+08,2.590321133093554273e+00,1.709481595831024379e+02,3.810331639378739865e+00
3.376041217285663486e+08,3.985469462711220157e+00,1.709654439042140552e+02,4.018582720919479101e+00
3.376041217988157868e+08,2.095579420307152496e+00,1.709765021027150169e+02,3.981544271080102781e+00
3.376041219400646091e+08,2.377712243687878590e+00,1.708299037155273368e+02,3.898605217262896439e+00
3.376041227212687135e+08,1.939184969379291967e+00,1.709356331071087709e+02,3.882014458639217125e+00
3.376041228843073845e+08,1.600188332630996468e+00,1.709675667719835417e+02,3.885609393056400851e+00
3.376041228932159543e+08,3.218510687576564067e+01,1.710314951913294408e+02,3.898511897056992304e+00
3.376041229319568276e+08,2.730075092974069140e+00,1.709447761973630406e+02,3.907006148276793933e+00
3.376041229533661604e+08,1.719126982001603521e+00,1.708547372711724108e+02,3.883691009447487019e+00
3.376041231534540057e+08,2.037808028962704299e+00,1.710208832423058993e+02,3.952430168046616288e+00
3.376041231804490089e+08,2.539844394628382407e+00,1.708454042685166314e+02,3.857567970993667661e+00
3.376041231886709332e+08,3.033300683388588492e+00,1.709092651941654424e+02,3.857524236709064080e+00
3.376041232443111539e+08,2.318966630088180825e+00,1.710222316360744230e+02,3.943595067283886202e+00
3.376041233008153439e+08,1.859869254146214068e+00,1.710053088886179466e+02,3.976490959515620371e+00
3.376041233301842809e+08,5.726226882686682984e+01,1.710218893804110110e+02,3.922530556383159173e+00
3.376041235252563953e+08,1.850105461244424765e+00,1.710683809884703521e+02,3.847952378658355599e+00
3.376041235985141397e+08,1.833249595665912501e+00,1.709548924311724534e+02,3.833774945981104576e+00
3.376041236796001792e+08,1.690813099430046096e+00,1.708960885825949845e+02,3.760723239718042343e+00
3.376041240510284901e+08,1.940420201153803204e+00,1.709419801278867226e+02,3.896352122221610426e+00
3.376041240527207255e+08,1.958030592524928393e+00,1.709194936106418936e+02,3.889475344690678682e+00
3.376041240816971064e+08,2.864510754478670762e+00,1.710297584521240424e+02,3.825324911244994297e+00
3.376041241185041666e+08,1.643790798467533953e+00,1.709844960332659696e+02,3.986990394157578166e+00
3.376041242803537250e+08,2.082327416952924892e+00,1.708969202390291855e+02,3.869624324999744402e+00
3.376041244532822371e+08,1.662533788095913678e+00,1.710025659133401348e+02,3.994755043973417852e+00
3.376041246938717961e+08,2.260903695362499910e+00,1.709616086050318700e+02,3.861115630315679947e+00
3.376041250247554183e+08,2.016334668432309574e+00,1.708959019665129802e+02,3.910412985049275036e+00
3.376041251544249058e+08,2.824214657265001982e+00,1.709817873504268562e+02,4.035104363332887800e+00
3.376041252164185643e+08,3.104372560088381583e+00,1.709159820374941603e+02,3.917777206178052918e+00
3.376041254259018302e+08,1.856485530787895355e+00,1.709395612238148203e+02,3.908752159800262582e+00
3.376041254854446650e+08,2.072066875721992663e+00,1.710269990988667814e+02,3.934087544420936666e+00
3.376041257108407021e+08,2.572200395821279351e+00,1.709551742065773396e+02,4.008881071324220891e+00
3.376041257710798979e+08,2.376670790154824076e+00,1.709420456934913091e+02,3.812080621139369629e+00
3.376041259267405868e+08,4.223050783452107027e+01,1.709980515094618454e+02,3.983871393081559020e+00
3.376041259891762137e+08,2.628137239158502059e+00,1.710676316534811292e+02,3.842697276128072215e+00
3.376041261959205270e+08,2.621929683623931417e+00,1.708978185529878999e+02,3.860397551114834958e+00
3.376041262882372737e+08,2.312818410533385549e+00,1.708969136404328708e+02,3.940049607798139064e+00
3.376041266023762822e+08,2.043213202406017892e+00,1.709220552635093497e+02,3.842358093099086158e+00
3.376041266950436234e+08,2.083731439450924317e+00,1.709249157380785391e+02,4.007536612656267927e+00
3.376041267507952452e+08,1.772216996821349255e+00,1.709598323328533525e+02,3.842710449049772770e+00
3.376041267537635565e+08,1.680306807100728550e+00,1.710399790795953265e+02,3.865373780426597961e+00
3.376041270595166683e+08,2.210648092750651994e+00,1.709368828731975327e+02,3.962610791205690486e+00
3.376041271454253197e+08,1.951351840195501008e+00,1.709442909538519473e+02,3.854139140963761534e+00
3.376041273632174730e+08,3.098714818563654383e+00,1.708547756693761812e+02,3.898093015028659014e+00
3.376041278866127729e+08,2.107919300779296456e+00,1.709977224525381985e+02,3.990773129478510484e+00
3.376041279381032586e+08,2.055671537939850690e+00,1.709226423302600892e+02,3.802843427328665538e+00
3.376041280066602230e+08,2.044805385028040323e+00,1.708961273847388895e+02,3.842025131783682657e+00
3.376041280202088356e+08,2.335166800362136197e+00,1.708713820428338579e+02,3.960997966288130279e+00
3.376041280836727023e+08,2.148943379250876973e+00,1.709307340789182206e+02,3.863443999345445690e+00
3.376041281789249182e+08,2.412806950803499717e+00,1.708606467993957949e+02,3.842441022673179774e+00
3.376041283204265833e+08,2.225165787019744101e+00,1.710009847572035255e+02,3.952085411205956245e+00
3.376041283529844880e+08,2.029979246758579770e+00,1.708091955103057842e+02,3.917159312734857401e+00
3.376041283899930716e+08,2.350296805235523756e+00,1.709592104969612478e+02,3.981905774926277175e+00
3.376041284677830935e+08,2.068395608915738482e+00,1.708991103702398959e+02,3.961862925648859779e+00
3.376041285066241622e+08,2.319398995187931245e+00,1.709616550044473513e+02,3.952222925322753877e+00
3.376041285225217342e+08,2.169907030039364138e+00,1.708538818087363609e+02,3.838540351105016235e+00
3.376041285475867391e+08,2.245075014823034731e+00,1.710265161000487808e+02,3.852282489943154697e+00
3.376041286991274953e+08,1.746750483032277090e+00,1.709540268248530879e+02,3.948616551138243835e+00
3.376041288829320073e+08,2.745348196824243914e+00,1.709927912048645453e+02,3.885990808291547083e+00
3.376041291156894565e+08,2.330173524016448283e+00,1.710222499974547929e+02,3.902390163987265570e+00
3.376041293492747545e+08,1.549467156515128750e+02,1.709571152964731766e+02,3.887554921310262479e+00
3.376041295568241477e+08,2.069632563242689294e+00,1.708852422000748561e+02,3.889361866626089625e+00
3.376041297507131696e+08,1.878149650501973689e+00,1.709937860151130451e+02,3.903599716124475982e+00
3.376041297538040280e+08,1.886993205521853678e+00,1.710299857686353846e+02,3.881477085611122035e+00
3.376041297699353099e+08,1.632192068411637775e+00,1.709157041633160077e+02,3.760628440216880364e+00
3.376041297739720345e+08,1.935892529280065943e+00,1.709048798101796365e+02,3.865360769478551450e+00
3.376041298800036907e+08,1.811377474700954560e+00,1.710080877297223481e+02,3.956977595688760729e+00
3.376041299395014048e+08,2.087912429765074851e+00,1.709418340960025091e+02,3.936729407988577290e+00
3.376041301396897435e+08,2.207272516063096379e+00,1.709441408494645316e+02,3.943113742651491282e+00
3.376041303028617501e+08,2.098665731447142857e+00,1.708376913400998376e+02,3.897549276509410188e+00
3.376041303370879292e+08,1.627339395067224359e+02,1.709826427078362769e+02,3.883166267506148017e+00
3.376041303975018859e+08,1.869988454604911032e+00,1.709175366440761366e+02,3.900555912857076812e+00
3.376041304116238356e+08,2.076051843741557157e+00,1.710595128425543692e+02,3.891598806171578051e+00
3.376041306483411789e+08,2.196162787485645751e+00,1.709611500345557999e+02,3.789870798425392540e+00
3.376041306991770864e+08,2.025626608296990483e+00,1.709099228683815568e+02,3.807616813887757967e+00
3.376041307964549661e+08,2.272572261423190909e+00,1.709603306242557608e+02,3.979081818260942427e+00
