# Time (s), Energy (keV), RA (deg), Dec (deg)
3.376037482335823178e+08,2.071866950083049996e+00,1.708621417562378895e+02,3.909933094266759834e+00
3.376037484259219766e+08,5.980236320528133476e+00,1.708573657287527396e+02,3.899356159673020628e+00
3.376037485328924060e+08,2.756296037671135402e+00,1.709042221149950933e+02,3.913808646239464561e+00
3.376037486361215115e+08,2.024675695509320139e+00,1.708667815379215540e+02,3.936212894099867299e+00
3.376037486437748671e+08,5.965967828167904941e+00,1.708645140362548602e+02,3.935949232022266209e+00
3.376037486983517408e+08,6.194659565949785396e+00,1.709638763595663704e+02,3.807276963980677831e+00
3.376037487176538706e+08,2.363902236244051824e+00,1.709393010580080272e+02,3.916640235264204684e+00
3.376037487188303471e+08,2.813216807335823688e+00,1.708975261538643906e+02,3.919441809950506173e+00
3.376037487427083254e+08,2.094219295128783020e+00,1.709023784790784077e+02,3.787205324212193691e+00
3.376037488072437644e+08,6.213851877977924154e+00,1.709653737599780641e+02,4.034374759472743932e+00
3.376037489272446632e+08,5.767181361368719728e+00,1.709429310445834460e+02,3.867883361320083591e+00
3.376037490073737502e+08,2.274646615163574470e+00,1.710314183443639422e+02,3.856718977763630818e+00
3.376037490701793432e+08,1.820551062668903430e+00,1.709910313857771484e+02,3.983295676694058596e+00
3.376037491083328724e+08,6.111555738951112815e+00,1.709381553613434619e+02,3.801415063080223700e+00
3.376037491388320923e+08,2.102618414040484662e+00,1.709054370553270417e+02,3.797919618542820341e+00
3.376037493461059332e+08,2.256204350536196390e+00,1.708796004529960442e+02,3.952559567231352045e+00
3.376037493738524318e+08,2.390877013422457953e+00,1.708730246230212515e+02,3.911196043892867458e+00
3.376037493787930608e+08,1.719894045603277410e+00,1.710257283290941928e+02,3.894421250748501429e+00
3.376037501241875887e+08,2.022868443349937095e+00,1.709569773141147948e+02,3.904556063384605036e+00
3.376037502387120128e+08,2.285564052251250367e+00,1.710203882157844077e+02,3.898549806138467133e+00
3.376037502758333087e+08,1.836723381557897383e+00,1.709272894147000557e+02,3.850029867823654861e+00
3.376037503461228609e+08,2.081793098735734482e+00,1.708898604393606036e+02,3.932981847018877986e+00
3.376037503809250593e+08,5.826551009967048778e+00,1.708939486366476217e+02,3.801674376624995855e+00
3.376037505417910218e+08,5.921577537562082050e+00,1.709361072363335552e+02,3.809440102769648728e+00
3.376037505432093740e+08,1.705183284929191689e+00,1.708715102491812274e+02,3.959043408918408780e+00
3.376037505788744688e+08,1.687174895199117675e+00,1.709522090630818809e+02,3.849297616295361379e+00
3.376037506437347531e+08,1.833360751595700222e+00,1.710041156474951265e+02,3.867454750210165493e+00
3.376037507595649958e+08,2.337950248645235263e+00,1.710326008756796909e+02,3.857428083604841351e+00
3.376037507815082669e+08,1.381988916501745557e+01,1.708951871658404400e+02,4.000329399282241738e+00
3.376037508211432695e+08,1.816564569743525759e+00,1.709298204876339753e+02,3.884728321776098170e+00
3.376037508844024539e+08,1.730722561266695214e+00,1.708244791528300368e+02,3.864476624034264951e+00
3.376037510709722042e+08,2.198603584369937636e+00,1.710566825954295780e+02,3.860784563393222513e+00
3.376037510947079062e+08,2.363530060917804487e+00,1.709539647735119559e+02,3.979742609827436439e+00
3.376037511178463101e+08,2.048602648655520220e+00,1.710287033037618301e+02,3.887720276840724409e+00
3.376037511277126670e+08,5.910431732147565675e+00,1.709208373054787273e+02,3.808237438038476252e+00
3.376037511400955915e+08,6.010906795167851868e+00,1.709776388459852967e+02,3.845596705542029703e+00
3.376037511895905137e+08,6.313414685319735042e+00,1.709167379901541608e+02,3.878353571123974941e+00
3.376037512870585322e+08,2.350794044100672053e+00,1.708229754933820743e+02,3.875933212136596140e+00
3.376037513343806863e+08,1.827249309171864455e+00,1.709658590984898012e+02,3.879584952207245863e+00
3.376037513453505039e+08,2.320720145259418388e+00,1.708972698561806283e+02,3.781715887650833885e+00
3.376037513919307590e+08,1.788915629822082742e+00,1.710187851609856580e+02,3.907080522643375797e+00
3.376037514191449881e+08,6.182281141026973792e+00,1.709193043333652895e+02,3.806083845166658985e+00
3.376037514548603296e+08,2.657330229655616272e+00,1.708982645526058377e+02,3.937728070234194355e+00
3.376037515004242659e+08,2.415515927097754201e+00,1.708975370896517347e+02,3.808664568305268894e+00
3.376037515538259149e+08,5.976583143350989502e+00,1.709091025351316375e+02,3.997345429779483261e+00
3.376037517580692172e+08,1.852798933978628604e+00,1.709666609417327550e+02,3.969735644467429658e+00
3.376037517785600424e+08,1.794451763000249889e+00,1.709140631775769350e+02,3.788011009188101408e+00
3.376037519459282756e+08,5.675136265653690337e+00,1.708677450248478351e+02,3.878776360745646468e+00
3.376037519595850110e+08,2.021314889662774394e+00,1.708754849158234492e+02,3.816992011214059843e+00
3.376037520006489754e+08,5.990678954798063671e+00,1.708354762917482788e+02,3.902118626566736026e+00
3.376037520358934999e+08,2.334372900897506042e+00,1.710479474518525649e+02,3.890859349622944219e+00
3.376037520917032957e+08,9.147988004827411146e+01,1.710211312684465952e+02,3.848814410760548643e+00
3.376037521103155017e+08,2.140369176241398108e+00,1.709151157940941914e+02,3.891353967529757707e+00
3.376037522197643518e+08,2.205883192910262469e+00,1.709763506817406835e+02,4.003670776307523660e+00
3.376037523652076125e+08,1.808422852437794104e+00,1.710511494851782004e+02,3.864744862401549685e+00
3.376037524220154881e+08,2.205514837224438196e+00,1.710432321947687626e+02,3.853507658254450075e+00
3.376037524925790429e+08,1.751210441903490622e+00,1.708364565169372042e+02,3.911861313429093379e+00
3.376037525466783047e+08,5.851999548366368487e+00,1.709084774153672583e+02,3.845802800747441630e+00
3.376037525890719891e+08,1.921841595610845443e+00,1.709349144931199476e+02,3.920087328672731353e+00
3.376037526005630493e+08,1.638119562455571110e+00,1.709585881073971052e+02,3.864717112581744551e+00
3.376037526740013957e+08,1.981421856610734000e+00,1.710250118058022792e+02,3.895399837908493534e+00
3.376037528096811771e+08,2.229105228966634655e+00,1.709442258564774590e+02,3.953507234292972683e+00
3.376037528564757109e+08,2.386209852366552475e+00,1.708540602184586987e+02,3.819242349996966990e+00
3.376037529750291109e+08,2.260061295719208552e+00,1.709189417003154290e+02,3.838613872696102103e+00
3.376037530641457438e+08,6.125565217283495123e+00,1.709146483194776920e+02,3.835861083684017458e+00
3.376037530934386849e+08,2.055828333423815213e+00,1.708965939018146400e+02,3.988648684908893571e+00
3.376037531175732613e+08,1.603392207368311784e+00,1.707902396744225086e+02,3.929504791541840181e+00
3.376037531559103727e+08,1.998322909084735866e+00,1.709325885289543123e+02,3.916957412542861672e+00
3.376037531675806046e+08,5.432386435092303678e+00,1.709267075884730218e+02,3.811527832107298064e+00
3.376037533207414150e+08,6.051876799861601874e+00,1.709420335467560506e+02,3.963647581316574353e+00
3.376037534958496094e+08,5.981423650523904456e+00,1.708666847105627085e+02,3.947328415398728474e+00
3.376037535848547220e+08,2.067831051826960032e+00,1.708528981940375218e+02,3.906576412684109822e+00
3.376037537141324878e+08,1.968326551475148012e+00,1.708730666277974137e+02,3.927161511452832876e+00
3.376037540254279971e+08,6.014689019236425516e+00,1.709740471990310198e+02,3.893946271065447995e+00
3.376037540358646512e+08,1.877497838227605742e+00,1.708220397329211835e+02,3.874248645728756379e+00
3.376037540984848142e+08,6.118288860828414499e+00,1.709339259961554944e+02,3.847020699659249754e+00
3.376037541465331316e+08,2.219395887829209713e+00,1.707876894606875737e+02,3.928697032928707866e+00
3.376037541758746505e+08,6.027269702959284103e+00,1.709477813295645774e+02,3.982349339397621257e+00
3.376037543709386587e+08,2.019864394972386901e+00,1.709687256002189883e+02,3.992863961899439484e+00
3.376037545043916106e+08,6.067687091354934559e+00,1.709651350406902282e+02,4.041822503507025210e+00
3.376037545232746601e+08,5.818593228075077839e+00,1.709264255983230498e+02,3.899229611344314339e+00
3.376037545957146883e+08,5.648096322909744060e+00,1.709423409937681413e+02,3.787766900974886219e+00
3.376037547190571427e+08,1.860304218372209828e+00,1.710386125140766751e+02,3.894382730230319556e+00
3.376037548500919938e+08,1.792838763422236026e+00,1.709586892844905321e+02,3.791042474712888133e+00
3.376037548749166131e+08,1.993578963875276333e+00,1.709043940329545421e+02,3.780874386456933856e+00
3.376037549121835232e+08,4.146061322562400875e+01,1.708403176134071089e+02,3.890628322932990546e+00
3.376037550658702254e+08,6.231225078518015437e+00,1.708764992402746543e+02,3.836855332727548085e+00
3.376037552461609840e+08,1.665219193742010440e+00,1.708992024022633984e+02,3.948802239227280353e+00
3.376037552501682043e+08,6.066260088679040763e+00,1.708993289854213060e+02,3.809680323405920888e+00
3.376037552583053708e+08,1.856581990641200886e+00,1.709155726952230054e+02,3.819276860586037881e+00
3.376037552628222108e+08,2.349555265994901276e+00,1.709270238102339192e+02,3.858862186058224619e+00
3.376037552843042612e+08,6.092601062824874347e+00,1.710335190222216966e+02,3.858763776784342792e+00
3.376037553955789208e+08,1.784824732336951936e+00,1.709974830497856999e+02,3.949146228444423645e+00
3.376037554551033974e+08,2.051967491837679347e+00,1.709770847386240007e+02,3.961994039741218554e+00
3.376037556366358399e+08,6.100157206942882659e+00,1.708128019440752041e+02,3.901965622486170737e+00
3.376037557123386860e+08,2.179698112660557907e+00,1.709017282807107563e+02,3.839207940090250126e+00
3.376037557399572134e+08,1.898587939443297179e+00,1.708006751129604197e+02,3.903108994396551790e+00
3.376037559309988022e+08,1.873798621381001395e+00,1.708963649307819708e+02,3.864950189559575477e+00
3.376037560287976265e+08,2.334664468177609642e+00,1.708535882757634283e+02,3.853191713515669914e+00
3.376037562994841337e+08,6.062952343537238775e+00,1.709447884440448320e+02,3.808882334256119329e+00
3.376037563982300162e+08,5.897399956598256665e+00,1.709543897554670195e+02,3.849799968655250648e+00
3.376037564109545350e+08,2.399688640801842077e+00,1.709645422256784286e+02,3.921313398257501692e+00
3.376037565363070965e+08,2.747843246429959141e+00,1.710327193827351095e+02,3.887993816012888182e+00
3.376037565607691407e+08,1.694877285673750400e+00,1.709049385868536319e+02,3.794470954696312237e+00
3.376037565670077205e+08,2.220749915270323616e+00,1.709677616821485913e+02,3.894853408879463075e+00
3.376037565777959228e+08,1.823466942102264898e+00,1.710121968961704795e+02,3.958872491143986760e+00
3.376037565947846770e+08,6.061168638216471116e+00,1.708237051240446647e+02,3.954468675971062108e+00
3.376037566279928088e+08,6.131036220247857216e+00,1.707918788617679127e+02,3.919919887524726310e+00
3.376037566621595621e+08,5.868624952390084637e+00,1.708927415961212546e+02,3.807487400964101543e+00
3.376037566865170002e+08,1.937365927888805128e+00,1.709800127706784849e+02,3.931998401564313017e+00
3.376037567047563195e+08,1.924225551971238568e+00,1.709666555842121056e+02,3.841025584641756918e+00
3.376037568022731543e+08,2.207465063985339704e+00,1.709941486103819273e+02,3.878081113583952799e+00
3.376037568259273767e+08,6.012841673612511428e+00,1.709272472853822080e+02,3.864548146737226908e+00
3.376037569275033474e+08,2.345551422515972373e+00,1.709554715996605410e+02,4.006285395398031746e+00
3.376037570019982457e+08,3.434142516738079465e+00,1.710145597184969404e+02,3.881624431072116632e+00
3.376037570035626888e+08,5.780132040002141203e+00,1.708698901369698433e+02,3.800001017685549431e+00
3.376037572748659253e+08,1.733613900420486464e+00,1.709196127188766923e+02,3.912200315722695887e+00
3.376037572850250006e+08,2.067874317496587011e+00,1.709603521379470692e+02,3.855117737914713238e+00
3.376037573246334195e+08,5.985903360638061166e+00,1.708956668589335948e+02,3.815651113924107829e+00
3.376037574173234105e+08,2.150945499835487329e+00,1.708948900972197009e+02,3.823845568468462464e+00
3.376037574656403065e+08,6.155429584895307116e+00,1.709429079395548285e+02,3.957676068035714589e+00
3.376037575712285042e+08,5.974352200080277342e+00,1.709081417178004472e+02,3.885330924607371728e+00
3.376037576624839306e+08,6.081558855002539232e+00,1.710003053560872672e+02,3.893597864214807025e+00
3.376037577607107162e+08,1.774055289925265511e+00,1.708679058725146831e+02,3.907339103809156722e+00
3.376037578088701963e+08,2.007573433584712852e+00,1.708795674863926877e+02,3.842596100123776282e+00
3.376037578394785523e+08,2.243911168393985633e+00,1.709570350486642951e+02,3.955268441778653887e+00
3.376037579539159536e+08,2.741617350967419320e+00,1.709137678510996921e+02,3.945896014384378425e+00
3.376037579945646524e+08,2.090749571954574115e+00,1.708806303335380221e+02,3.866504141512782766e+00
3.376037580755053759e+08,1.930867973077771360e+00,1.708529627085795539e+02,3.813339108543367661e+00
3.376037580794551969e+08,6.109383147750902410e+00,1.709278609304975021e+02,3.888971352421831895e+00
3.376037581459047198e+08,1.621970617028115180e+00,1.708366469916339270e+02,3.938266572672337151e+00
3.376037582297758460e+08,1.746840152205827223e+00,1.709887785823680133e+02,3.829297622719114447e+00
3.376037582522740960e+08,2.211951385754048260e+00,1.709094006959780359e+02,3.968125387345088573e+00
3.376037583155434132e+08,2.155343858501935550e+00,1.709494795660799298e+02,3.861897867495227121e+00
3.376037583945936561e+08,5.863124780669373592e+00,1.709294630307555281e+02,3.896626346741723701e+00
3.376037584297081828e+08,2.328348432154899506e+00,1.710047042590478554e+02,3.885033207254588117e+00
3.376037584730558395e+08,2.083430425143618425e+00,1.709364639292248285e+02,3.816360910002245976e+00
3.376037586061231494e+08,1.775924412800523822e+00,1.708879472312091252e+02,3.884406671119182697e+00
3.376037586586343050e+08,1.947751000910300068e+00,1.709832319282958224e+02,3.988289750073350515e+00
3.376037587400676012e+08,3.190111129184318273e+00,1.710058746915900088e+02,3.859444222987565176e+00
3.376037588453911543e+08,2.401142864126012633e+00,1.710451987363397564e+02,3.872922221856202718e+00
3.376037588759385347e+08,1.642732538627704297e+00,1.709827387222999562e+02,3.954018801133230898e+00
3.376037589074589610e+08,5.934227302570035611e+00,1.709544745174142690e+02,3.917275316845577837e+00
3.376037589484453201e+08,2.156119299152223334e+00,1.708427955805660758e+02,3.931480900594821026e+00
3.376037589841161370e+08,5.762861157402239698e+00,1.709388140999359393e+02,3.880177853710069957e+00
3.376037589961706400e+08,2.120546838827421343e+00,1.709399519693640173e+02,3.941747503356813009e+00
3.376037590429846048e+08,1.972600323945672196e+00,1.710301872060665573e+02,3.848475673883784420e+00
3.376037591602756381e+08,2.607683009005334451e+00,1.708893369466755701e+02,3.855019463129258916e+00
3.376037591740575433e+08,6.106176073244928837e+00,1.708774408860362541e+02,3.850353110229346232e+00
3.376037592505896091e+08,2.019333036974654050e+00,1.708577266802334975e+02,3.800083036925542501e+00
3.376037592828990221e+08,2.635716518543929965e+00,1.708784717088872469e+02,3.832332852095134967e+00
3.376037593083741665e+08,6.068665404611081726e+00,1.708923414425106273e+02,3.954782714609235583e+00
3.376037593399617076e+08,7.861752677668182088e+00,1.709439834472608197e+02,3.858487170894897567e+00
3.376037594481188059e+08,5.919756583773394532e+00,1.708495603551259876e+02,3.920110288949660848e+00
3.376037597801463008e+08,2.771135014107499295e+00,1.708685278208829743e+02,3.807472861661064467e+00
3.376037598305361271e+08,2.009026392964688323e+00,1.708417668240692819e+02,3.861723535153625875e+00
3.376037600058054328e+08,2.185468519660084485e+00,1.710061153769278235e+02,3.971693054843994375e+00
3.376037602701271772e+08,2.790134682697924084e+00,1.708765904335728862e+02,3.837781206223684904e+00
3.376037603865985870e+08,2.410760414436071919e+00,1.710096404617260077e+02,3.959435060254673733e+00
3.376037604219596982e+08,1.957216593725267462e+00,1.710072918709750525e+02,3.916398229495839711e+00
3.376037604294113517e+08,1.434068706403351996e+02,1.708655809115334421e+02,3.790092641775537174e+00
3.376037605060858130e+08,1.376834985127661959e+01,1.708775473653586516e+02,3.879159716059609408e+00
3.376037605406767726e+08,1.921780647346764459e+00,1.708057956238086490e+02,3.898742375769575386e+00
3.376037605525395274e+08,6.036334596918722539e+00,1.709898893025743689e+02,3.900470869366494675e+00
3.376037605883117914e+08,2.274534994518299769e+00,1.708986854774986739e+02,3.864673745680847539e+00
3.376037606688077450e+08,2.929575956221549760e+01,1.709631687351931646e+02,3.963080832108949014e+00
3.376037607101478577e+08,1.803161276633874044e+00,1.709675414304229548e+02,3.985132914244972291e+00
3.376037607953041196e+08,2.197568576724868095e+01,1.708931737520309753e+02,3.983708858561143096e+00
3.376037608119326234e+08,2.226069753585875333e+00,1.709241703827383958e+02,3.882935828011278012e+00
3.376037609661516547e+08,2.063991383786185629e+00,1.709323185148368509e+02,3.995479807045517973e+00
3.376037610202503204e+08,1.973235648219190397e+00,1.708495676114851278e+02,3.838169261046663117e+00
3.376037612437266707e+08,1.949469756836788692e+00,1.709041743793473813e+02,3.965194285874139357e+00
3.376037612677293420e+08,5.971930887653534192e+00,1.708869292851847774e+02,3.749679747580168865e+00
3.376037613662436604e+08,2.187184154563860616e+00,1.709463119976084329e+02,3.873635038358637317e+00
3.376037613707873821e+08,1.827807605688779979e+00,1.710046819697303420e+02,3.835785699859974862e+00
3.376037613845009208e+08,6.323870281536924409e+01,1.708749681163672278e+02,3.973050975972991505e+00
3.376037615571705103e+08,6.032497510718517475e+00,1.709320727792963908e+02,3.942207804141587779e+00
3.376037615632294416e+08,5.984755731996458827e+00,1.709150948077306396e+02,3.943042105596078706e+00
3.376037615788262486e+08,6.049026335736543913e+00,1.709005198818424844e+02,3.899850564414548693e+00
3.376037616268009543e+08,6.057492014294082239e+00,1.709503655752603493e+02,3.967524587338600472e+00
3.376037616836185455e+08,8.936410122882641360e+01,1.708436451019119602e+02,3.951919479043775052e+00
3.376037617089866400e+08,6.167108522304354246e+00,1.709539613772109874e+02,4.025660359793974408e+00
3.376037617577803135e+08,1.801665313429656523e+00,1.708635454374888525e+02,3.842800794202763104e+00
3.376037619354245067e+08,1.767844846387969460e+00,1.709039866613923948e+02,3.857925653470576144e+00
3.376037619398120642e+08,6.065089039226830181e+00,1.709516271317622511e+02,3.859856535752907991e+00
3.376037620966826677e+08,2.644640404957053992e+00,1.708117768966602341e+02,3.919200299276607069e+00
3.376037624399216771e+08,6.144319024056337675e+00,1.709090983942759294e+02,3.817355523180477217e+00
3.376037625154619813e+08,2.129910948185686159e+00,1.708209490582160868e+02,3.888200460534520175e+00
3.376037625796431899e+08,2.264201481732747823e+00,1.709443890002890214e+02,3.811082128743592534e+00
3.376037626151172519e+08,1.613223112600773446e+00,1.710528336714953070e+02,3.887310237609548746e+00
3.376037626560304761e+08,1.710068363808331604e+00,1.710246357440932456e+02,3.841199312914206132e+00
3.376037626670719981e+08,5.840458272685401298e+00,1.708643050366919454e+02,3.971025330772854023e+00
3.376037626877806187e+08,2.166454488055881811e+00,1.708830668974032392e+02,3.915912851412760798e+00
3.376037627297679186e+08,6.003167719633464294e+00,1.709263576545525041e+02,3.920398302224739950e+00
3.376037628142046928e+08,1.653225839513154494e+00,1.708255767095864144e+02,3.885894220171413505e+00
3.376037628977553844e+08,1.825529790653334983e+00,1.709811375160150533e+02,3.964849761958977759e+00
3.376037630780559182e+08,5.718289328724343257e+00,1.709760262998711084e+02,3.826694258916710112e+00
3.376037632349917293e+08,5.594546365755451944e+00,1.708401641173931012e+02,3.910791753215559829e+00
3.376037633919376731e+08,6.311876290125233879e+00,1.709311555087846557e+02,3.882534336702823108e+00
3.376037634015872478e+08,2.982602505171668028e+00,1.709081333011236552e+02,3.791255287397698126e+00
3.376037634071434736e+08,1.688696791037699763e+00,1.709414810749121614e+02,3.990799367554362487e+00
3.376037634094702601e+08,2.295359355810741686e+00,1.709068713967521091e+02,3.958459810623320418e+00
3.376037634820821881e+08,2.347961949885868371e+00,1.709214125748991080e+02,3.946787898361090452e+00
3.376037635372236371e+08,6.045415562507075791e+00,1.709298528889722490e+02,3.916664265256543764e+00
3.376037638939605951e+08,6.026712366928283160e+00,1.709609492935595938e+02,4.002639670111555859e+00
3.376037639150890708e+08,6.202960347778412320e+00,1.709192626632928125e+02,3.807652386354821061e+00
3.376037640232759118e+08,2.308643815023080137e+00,1.708939533950517387e+02,3.872483642302841922e+00
3.376037640713347197e+08,6.068897062772697026e+00,1.709467826846129412e+02,3.921474990078066991e+00
3.376037642320193052e+08,6.119780959980297474e+00,1.709308211050565944e+02,3.911600721849896711e+00
3.376037642356687188e+08,5.608321727088199538e+00,1.709256526325633558e+02,3.922361653990238395e+00
3.376037643966341019e+08,1.836728024840544204e+00,1.708576973757662643e+02,3.938874155908403729e+00
3.376037644528774023e+08,2.302571191498432146e+00,1.709872329462042444e+02,3.968806667841742186e+00
3.376037644714400768e+08,2.682787516291903263e+00,1.708567177375965684e+02,3.812760229415169011e+00
3.376037644955770373e+08,5.948349445821452974e+00,1.708826470975930363e+02,3.833907460764616193e+00
3.376037645364900827e+08,6.060885437609425885e+00,1.708754291447223181e+02,3.789706939632549787e+00
3.376037645586882234e+08,1.817621195077464336e+00,1.709971932246220945e+02,3.956904202091271028e+00
3.376037646380895972e+08,1.891225390931821959e+00,1.708679875278639884e+02,3.958798500332787462e+00
3.376037647272388339e+08,1.979521708203699326e+00,1.709508294163489950e+02,3.916784834687951022e+00
3.376037647908076048e+08,5.866158198866497031e+00,1.709377379877848853e+02,3.964947282111153992e+00
3.376037647949385047e+08,5.882730146349155476e+00,1.709365793584851758e+02,3.858817412428439120e+00
3.376037648963087201e+08,1.946001492325995175e+00,1.709566800174841887e+02,3.920560953922720415e+00
3.376037650769342184e+08,2.392443776924764620e+00,1.709715516465953726e+02,3.958736509971537476e+00
3.376037652722212672e+08,5.946584702144540380e+00,1.708681315940052627e+02,3.857162137798237467e+00
3.376037652744679451e+08,2.119170036348005937e+00,1.710492089717324973e+02,3.842734317347586526e+00
3.376037653050478697e+08,1.778270067050045533e+00,1.709159344133332183e+02,3.969933060736362762e+00
3.376037653267638087e+08,5.911661097872726423e+00,1.708981273835015315e+02,3.811970950702587402e+00
3.376037653290197253e+08,2.360830423134324008e+00,1.710194331499685916e+02,3.916142176071997660e+00
3.376037653409351707e+08,2.389368344133442346e+00,1.709886317868458434e+02,3.867826017084855295e+00
3.376037654855834842e+08,2.301281765450739591e+00,1.709123970310634490e+02,3.850600420610621910e+00
3.376037654998370409e+08,6.042266864341924837e+00,1.708711910593994787e+02,3.967384525459345390e+00
3.376037656129173636e+08,6.306833633852431120e+00,1.708772109119123854e+02,3.806333258337805336e+00
3.376037659771296978e+08,1.667866333237836729e+00,1.708712738864742846e+02,3.897139641172533864e+00
3.376037660371989012e+08,1.623327961793968655e+00,1.709611610080671085e+02,3.925610242760034563e+00
3.376037661645258665e+08,1.528915377095165979e+02,1.708992899230980527e+02,3.849453011138575409e+00
3.376037662032455206e+08,1.754030792127036165e+00,1.709462836725031991e+02,3.916860115741240378e+00
3.376037662884510756e+08,2.126085709420984404e+00,1.709211362497573532e+02,3.910952662955639703e+00
3.376037665055596232e+08,2.111053766157658274e+00,1.708527104343633312e+02,3.959071156133026737e+00
3.376037665885887742e+08,2.265240039236516179e+00,1.708850026835611118e+02,3.944854271442850280e+00
3.376037665956479907e+08,2.049743736938452798e+00,1.708906292203699309e+02,3.846610682049348195e+00
3.376037668837684393e+08,5.963599468586201269e+00,1.708933541321457881e+02,3.801961979176990969e+00
3.376037669254130125e+08,6.191244188631519485e+00,1.709572362101623924e+02,3.905742949794122509e+00
3.376037669657433629e+08,1.903151564683377650e+00,1.710022782872175924e+02,3.891633275418265203e+00
3.376037670269285440e+08,1.834651854071631005e+00,1.709727890359734772e+02,3.868581928045847551e+00
3.376037670953724980e+08,2.168840427548062610e+00,1.708840758044020731e+02,3.989916882485790683e+00
3.376037671298583746e+08,5.876633534115891955e+00,1.709044966953536289e+02,3.772061751532533869e+00
3.376037672396190166e+08,1.953435254200652116e+00,1.708484906231696527e+02,3.839971210513005939e+00
3.376037675063058138e+08,4.441706015856591527e+00,1.709213136246251565e+02,3.980299674277665289e+00
3.376037677188639641e+08,1.639708270346083463e+00,1.708977014233558691e+02,3.901683657053606868e+00
3.376037678618631363e+08,2.628916221133113407e+00,1.709577253306204909e+02,3.901569662552745843e+00
3.376037679103229642e+08,1.839974945861068800e+00,1.708596683302575627e+02,3.937648856913033679e+00
3.376037679516886473e+08,2.343887233336538145e+00,1.708376645870407060e+02,3.839627628538494708e+00
3.376037679542011619e+08,6.228301838702234861e+00,1.709080189565677870e+02,3.966249115591168106e+00
3.376037680650162101e+08,6.174415085750004195e+00,1.708868817603495813e+02,3.905307888323727994e+00
3.376037681150358915e+08,1.992035566113362632e+00,1.710479051339300440e+02,3.885497273549642472e+00
3.376037682295355797e+08,3.104509362997260880e+00,1.709115590474554551e+02,3.967414876349102837e+00
3.376037683462718129e+08,2.311423196406996450e+00,1.709724389819812984e+02,3.865526564918546182e+00
3.376037683844241500e+08,6.001837816390413138e+00,1.709909526249958844e+02,3.900958648386910532e+00
3.376037683890637159e+08,1.961667666637468610e+00,1.708709996332065089e+02,3.927577961349982161e+00
3.376037684235519171e+08,2.227466422243214339e+00,1.708312406276541537e+02,3.889077109986297298e+00
3.376037687492080927e+08,2.180541892335593701e+00,1.708054297014664087e+02,3.909308127021729362e+00
3.376037688404253125e+08,1.732547578136025335e+00,1.710020035174621569e+02,3.933955337841199107e+00
3.376037688452382088e+08,1.975837186179888461e+00,1.708829544623346521e+02,3.777668415462503315e+00
3.376037688505645394e+08,1.909244389410154730e+00,1.709482402938285475e+02,4.016535054832025331e+00
3.376037689095439315e+08,2.172353871946688386e+00,1.708698130271208129e+02,3.889181740361272954e+00
3.376037690427451134e+08,2.337923563131298899e+00,1.709363436603102002e+02,3.841431656411368856e+00
3.376037692321981788e+08,2.690820906517884836e+01,1.710208709416728823e+02,3.829266674542131987e+00
3.376037693115841150e+08,1.852189225114563298e+00,1.709554062782850963e+02,3.903819290954658072e+00
3.376037693251453042e+08,2.012310926469797590e+00,1.708806794201559001e+02,3.833596787161658526e+00
3.376037693472114801e+08,1.716067438593007921e+00,1.709077152330744980e+02,3.919296526955413640e+00
3.376037696061025262e+08,1.936570476784289063e+00,1.708806049400957647e+02,3.836339167897918401e+00
3.376037696132789850e+08,2.152791167985743215e+00,1.709730820161217082e+02,3.816730311396630437e+00
3.376037696701138020e+08,6.242136611021539494e+00,1.708753183985390081e+02,3.821142703994248269e+00
3.376037698231451511e+08,6.310209988307224904e+00,1.708047576167590762e+02,3.919203569018436362e+00
3.376037698980216980e+08,5.865619144104264215e+00,1.709226126349251729e+02,3.912177606640208083e+00
3.376037698982926011e+08,2.122295731028517096e+00,1.709440546769798175e+02,3.895427216877737742e+00
3.376037702229452729e+08,1.642196094828909381e+00,1.708383948077381262e+02,3.929106852524266724e+00
3.376037704197994471e+08,6.005298827503910530e+00,1.709308341145398060e+02,3.856288049796511075e+00
3.376037705305004120e+08,2.308916872503571582e+00,1.709265688520788160e+02,3.991252129080291589e+00
3.376037705327526331e+08,1.966831821287352122e+00,1.709933742980969384e+02,3.918140998965983890e+00
3.376037706633888483e+08,1.828737484824422443e+00,1.709488422479330438e+02,3.841167264900834155e+00
3.376037706697376966e+08,2.118001919212576745e+00,1.709353799845368087e+02,3.871697752238936197e+00
3.376037707103565931e+08,2.189598423405255012e+00,1.708486106103010798e+02,3.947295167906895497e+00
3.376037708459931016e+08,2.387356323891159704e+00,1.708879994272066369e+02,3.946321652938421742e+00
3.376037709432629943e+08,1.416565188224368228e+02,1.708656051129405569e+02,3.978941935097124905e+00
3.376037709516729116e+08,2.233717753728403199e+00,1.709653567267065455e+02,3.935419424636220409e+00
3.376037709667609334e+08,2.085263042934673461e+00,1.710319999987122230e+02,3.896089969092306760e+00
3.376037712990722656e+08,1.977875034136577170e+00,1.710389917230288859e+02,3.883427293925312718e+00
3.376037713020369411e+08,2.342216754706845983e+00,1.709649069342953283e+02,3.977960596826302098e+00
3.376037713110991120e+08,2.183258852874296885e+00,1.709963612615100033e+02,3.915732247482063944e+00
3.376037713312617540e+08,2.405591552075599271e+00,1.709315637503815708e+02,3.865067733837685093e+00
3.376037715224199891e+08,1.893422685524850380e+00,1.709377095999916207e+02,3.898349483402077098e+00
